ÁöÁ¡,ÀÏœÃ,±âŸÐ(hPa),°íµµ(gpm),±â¿Â(¡ÆC),ÀÌœœÁ¡¿Âµµ(¡ÆC),Ç³Çâ(deg),Ç³ŒÓ(knot),Áö»ó FLAG(null),±Ç°èžé FLAG(null),ÃÖŽëÇ³ FLAG(null)
47090,2011-10-10 12:00,13.3,,,,255.0,11.0,0,0,0,
47090,2011-10-10 12:00,13.7,,,,200.0,10.0,0,0,0,
47090,2011-10-10 12:00,14.1,,,,220.0,11.0,0,0,0,
47090,2011-10-10 12:00,14.9,,,,190.0,12.0,0,0,0,
47090,2011-10-10 12:00,15.1,,,,205.0,10.0,0,0,0,
47090,2011-10-10 12:00,15.5,,,,245.0,14.0,0,0,0,
47090,2011-10-10 12:00,16.3,,,,275.0,21.0,0,0,0,
47090,2011-10-10 12:00,16.9,,,,260.0,17.0,0,0,0,
47090,2011-10-10 12:00,19.2,,,,260.0,20.0,0,0,0,
47090,2011-10-10 12:00,19.8,,,,240.0,21.0,0,0,0,
47090,2011-10-10 12:00,20.0,26540.0,-48.7,-79.7,250.0,21.0,0,0,0,
47090,2011-10-10 12:00,20.6,,,,275.0,25.0,0,0,0,
47090,2011-10-10 12:00,21.5,,,,270.0,34.0,0,0,0,
47090,2011-10-10 12:00,22.4,,-48.3,-78.3,,,0,0,0,
47090,2011-10-10 12:00,24.4,,-52.9,-81.9,,,0,0,0,
47090,2011-10-10 12:00,26.4,,,,235.0,23.0,0,0,0,
47090,2011-10-10 12:00,29.7,,-50.5,-78.5,,,0,0,0,
47090,2011-10-10 12:00,30.0,23890.0,-51.5,-79.5,240.0,35.0,0,0,0,
47090,2011-10-10 12:00,30.2,,,,235.0,35.0,0,0,0,
47090,2011-10-10 12:00,31.6,,,,255.0,20.0,0,0,0,
47090,2011-10-10 12:00,31.7,,-55.3,-82.3,,,0,0,0,
47090,2011-10-10 12:00,35.1,,,,235.0,13.0,0,0,0,
47090,2011-10-10 12:00,36.4,,-53.3,-79.3,250.0,15.0,0,0,0,
47090,2011-10-10 12:00,37.5,,,,285.0,18.0,0,0,0,
47090,2011-10-10 12:00,38.7,,,,280.0,19.0,0,0,0,
47090,2011-10-10 12:00,40.8,,-60.1,-84.1,,,0,0,0,
47090,2011-10-10 12:00,41.0,,,,305.0,34.0,0,0,0,
47090,2011-10-10 12:00,45.8,,,,300.0,19.0,0,0,0,
47090,2011-10-10 12:00,49.1,,,,275.0,25.0,0,0,0,
47090,2011-10-10 12:00,50.0,20660.0,-56.7,-79.7,285.0,26.0,0,0,0,
47090,2011-10-10 12:00,51.2,,-55.9,-78.9,,,0,0,0,
47090,2011-10-10 12:00,51.9,,,,295.0,31.0,0,0,0,
47090,2011-10-10 12:00,54.8,,-61.5,-82.5,,,0,0,0,
47090,2011-10-10 12:00,55.3,,,,265.0,43.0,0,0,0,
47090,2011-10-10 12:00,58.2,,,,250.0,37.0,0,0,0,
47090,2011-10-10 12:00,62.4,,,,290.0,43.0,0,0,0,
47090,2011-10-10 12:00,67.4,,-65.3,-85.3,,,0,0,0,
47090,2011-10-10 12:00,69.3,,,,265.0,40.0,0,0,0,
47090,2011-10-10 12:00,70.0,18570.0,-63.9,-83.9,265.0,39.0,0,0,0,
47090,2011-10-10 12:00,73.5,,,,290.0,36.0,0,0,0,
47090,2011-10-10 12:00,76.2,,-60.5,-80.5,,,0,0,0,
47090,2011-10-10 12:00,76.6,,,,295.0,46.0,0,0,0,
47090,2011-10-10 12:00,83.2,,,,280.0,59.0,0,0,0,
47090,2011-10-10 12:00,83.4,,-65.3,-83.3,,,0,0,0,
47090,2011-10-10 12:00,90.0,,,,290.0,42.0,0,0,0,
47090,2011-10-10 12:00,100.0,16380.0,-63.9,-81.9,290.0,55.0,0,0,0,
47090,2011-10-10 12:00,105.0,,-64.3,-82.3,,,0,0,0,
47090,2011-10-10 12:00,115.0,,,,290.0,71.0,0,0,0,
47090,2011-10-10 12:00,118.0,,-63.3,-81.3,290.0,70.0,0,1,0,
47090,2011-10-10 12:00,142.0,,,,280.0,82.0,0,0,0,
47090,2011-10-10 12:00,150.0,13880.0,-60.3,-77.3,275.0,76.0,0,0,0,
47090,2011-10-10 12:00,168.0,,,,280.0,73.0,0,0,0,
47090,2011-10-10 12:00,189.0,,,,285.0,79.0,0,0,0,
47090,2011-10-10 12:00,198.0,,-55.1,-67.1,,,0,0,0,
47090,2011-10-10 12:00,200.0,12060.0,-55.1,-66.1,290.0,88.0,0,0,0,
47090,2011-10-10 12:00,214.0,,-58.1,-65.1,280.0,101.0,0,1,0,
47090,2011-10-10 12:00,231.0,,,,285.0,103.0,0,0,1,
47090,2011-10-10 12:00,250.0,10640.0,-50.1,-58.1,285.0,95.0,0,0,0,
47090,2011-10-10 12:00,300.0,9420.0,-39.9,-48.9,280.0,86.0,0,0,0,
47090,2011-10-10 12:00,305.0,,-38.9,-47.9,,,0,0,0,
47090,2011-10-10 12:00,357.0,,-31.1,-51.1,,,0,0,0,
47090,2011-10-10 12:00,400.0,7400.0,-25.9,-45.9,280.0,68.0,0,0,0,
47090,2011-10-10 12:00,415.0,,-23.9,-42.9,,,0,0,0,
47090,2011-10-10 12:00,424.0,,-23.7,-31.7,,,0,0,0,
47090,2011-10-10 12:00,500.0,5750.0,-15.1,-28.1,285.0,50.0,0,0,0,
47090,2011-10-10 12:00,529.0,,-11.7,-25.7,,,0,0,0,
47090,2011-10-10 12:00,550.0,,,,280.0,41.0,0,0,0,
47090,2011-10-10 12:00,565.0,,-9.5,-33.5,,,0,0,0,
47090,2011-10-10 12:00,580.0,,-10.5,-15.0,,,0,0,0,
47090,2011-10-10 12:00,586.0,,,,290.0,42.0,0,0,0,
47090,2011-10-10 12:00,600.0,,-9.1,-11.3,,,0,0,0,
47090,2011-10-10 12:00,634.0,,-5.7,-11.7,,,0,0,0,
47090,2011-10-10 12:00,651.0,,-3.9,-21.9,,,0,0,0,
47090,2011-10-10 12:00,685.0,,-1.7,-6.7,,,0,0,0,
47090,2011-10-10 12:00,700.0,3136.0,-0.7,-7.7,280.0,29.0,0,0,0,
47090,2011-10-10 12:00,738.0,,,,275.0,22.0,0,0,0,
47090,2011-10-10 12:00,764.0,,3.2,-1.7,,,0,0,0,
47090,2011-10-10 12:00,835.0,,,,310.0,18.0,0,0,0,
47090,2011-10-10 12:00,850.0,1553.0,10.6,1.6,300.0,17.0,0,0,0,
47090,2011-10-10 12:00,862.0,,,,295.0,21.0,0,0,0,
47090,2011-10-10 12:00,911.0,,15.0,4.0,,,0,0,0,
47090,2011-10-10 12:00,925.0,842.0,15.6,2.6,300.0,16.0,0,0,0,
47090,2011-10-10 12:00,938.0,,15.2,-2.8,,,0,0,0,
47090,2011-10-10 12:00,1000.0,178.0,19.6,-1.4,245.0,10.0,0,0,0,
47090,2011-10-10 12:00,1002.0,,,,245.0,10.0,0,0,0,
47090,2011-10-10 12:00,1018.0,,19.0,3.0,180.0,4.0,1,0,0,
47090,2011-10-10 18:00,9.5,,-46.1,-74.1,,,0,0,0,
47090,2011-10-10 18:00,9.8,,,,300.0,10.0,0,0,0,
47090,2011-10-10 18:00,10.0,31010.0,-46.7,-73.7,225.0,13.0,0,0,0,
47090,2011-10-10 18:00,10.1,,-46.5,-73.5,,,0,0,0,
47090,2011-10-10 18:00,10.3,,,,205.0,13.0,0,0,0,
47090,2011-10-10 18:00,10.5,,,,210.0,10.0,0,0,0,
47090,2011-10-10 18:00,11.9,,,,315.0,10.0,0,0,0,
47090,2011-10-10 18:00,13.0,,,,260.0,22.0,0,0,0,
47090,2011-10-10 18:00,14.1,,,,285.0,16.0,0,0,0,
47090,2011-10-10 18:00,15.0,,,,260.0,19.0,0,0,0,
47090,2011-10-10 18:00,15.8,,,,295.0,18.0,0,0,0,
47090,2011-10-10 18:00,16.1,,-47.3,-73.3,,,0,0,0,
47090,2011-10-10 18:00,16.4,,,,270.0,24.0,0,0,0,
47090,2011-10-10 18:00,17.1,,,,265.0,24.0,0,0,0,
47090,2011-10-10 18:00,17.8,,,,230.0,24.0,0,0,0,
47090,2011-10-10 18:00,18.8,,,,270.0,25.0,0,0,0,
47090,2011-10-10 18:00,19.6,,,,245.0,23.0,0,0,0,
47090,2011-10-10 18:00,20.0,26440.0,-51.3,-75.3,245.0,26.0,0,0,0,
47090,2011-10-10 18:00,20.6,,,,245.0,31.0,0,0,0,
47090,2011-10-10 18:00,21.8,,,,250.0,19.0,0,0,0,
47090,2011-10-10 18:00,23.2,,,,255.0,36.0,0,0,0,
47090,2011-10-10 18:00,24.9,,,,235.0,24.0,0,0,0,
47090,2011-10-10 18:00,26.5,,,,270.0,23.0,0,0,0,
47090,2011-10-10 18:00,27.5,,,,275.0,20.0,0,0,0,
47090,2011-10-10 18:00,28.5,,-56.5,-77.5,,,0,0,0,
47090,2011-10-10 18:00,30.0,23830.0,-56.1,-77.1,275.0,32.0,0,0,0,
47090,2011-10-10 18:00,30.1,,,,275.0,32.0,0,0,0,
47090,2011-10-10 18:00,32.0,,,,290.0,27.0,0,0,0,
47090,2011-10-10 18:00,36.1,,,,250.0,26.0,0,0,0,
47090,2011-10-10 18:00,37.8,,,,275.0,25.0,0,0,0,
47090,2011-10-10 18:00,38.0,,-55.3,-75.3,,,0,0,0,
47090,2011-10-10 18:00,39.4,,,,280.0,38.0,0,0,0,
47090,2011-10-10 18:00,40.4,,,,265.0,39.0,0,0,0,
47090,2011-10-10 18:00,43.7,,,,275.0,34.0,0,0,0,
47090,2011-10-10 18:00,46.4,,-62.9,-80.9,,,0,0,0,
47090,2011-10-10 18:00,48.2,,,,235.0,24.0,0,0,0,
47090,2011-10-10 18:00,50.0,20620.0,-59.9,-77.9,260.0,18.0,0,0,0,
47090,2011-10-10 18:00,50.1,,,,260.0,18.0,0,0,0,
47090,2011-10-10 18:00,50.6,,-59.7,-77.7,,,0,0,0,
47090,2011-10-10 18:00,51.7,,,,295.0,25.0,0,0,0,
47090,2011-10-10 18:00,54.3,,,,280.0,27.0,0,0,0,
47090,2011-10-10 18:00,58.7,,,,305.0,33.0,0,0,0,
47090,2011-10-10 18:00,62.0,,,,290.0,48.0,0,0,0,
47090,2011-10-10 18:00,68.8,,,,285.0,37.0,0,0,0,
47090,2011-10-10 18:00,70.0,18540.0,-64.9,-79.9,290.0,42.0,0,0,0,
47090,2011-10-10 18:00,72.1,,,,285.0,51.0,0,0,0,
47090,2011-10-10 18:00,74.8,,-66.5,-81.5,280.0,41.0,0,1,0,
47090,2011-10-10 18:00,79.6,,,,285.0,35.0,0,0,0,
47090,2011-10-10 18:00,84.4,,-63.1,-78.1,,,0,0,0,
47090,2011-10-10 18:00,87.9,,,,285.0,57.0,0,0,0,
47090,2011-10-10 18:00,95.2,,,,285.0,57.0,0,0,0,
47090,2011-10-10 18:00,100.0,16360.0,-65.1,-78.1,295.0,76.0,0,0,0,
47090,2011-10-10 18:00,104.0,,,,290.0,90.0,0,0,0,
47090,2011-10-10 18:00,105.0,,-67.1,-80.1,,,0,0,0,
47090,2011-10-10 18:00,111.0,,-67.3,-80.3,,,0,0,0,
47090,2011-10-10 18:00,115.0,,,,280.0,97.0,0,0,0,
47090,2011-10-10 18:00,117.0,,-66.9,-79.9,275.0,94.0,0,1,0,
47090,2011-10-10 18:00,118.0,,,,275.0,92.0,0,0,0,
47090,2011-10-10 18:00,130.0,,,,280.0,81.0,0,0,0,
47090,2011-10-10 18:00,150.0,13890.0,-59.3,-73.3,280.0,84.0,0,0,0,
47090,2011-10-10 18:00,153.0,,,,285.0,83.0,0,0,0,
47090,2011-10-10 18:00,160.0,,,,290.0,90.0,0,0,0,
47090,2011-10-10 18:00,171.0,,-56.1,-69.1,,,0,0,0,
47090,2011-10-10 18:00,200.0,12060.0,-54.7,-63.7,285.0,93.0,0,0,0,
47090,2011-10-10 18:00,204.0,,-54.7,-62.7,,,0,0,0,
47090,2011-10-10 18:00,222.0,,-57.1,-60.5,275.0,102.0,0,1,0,
47090,2011-10-10 18:00,227.0,,,,275.0,104.0,0,0,1,
47090,2011-10-10 18:00,250.0,10640.0,-50.3,-54.0,270.0,91.0,0,0,0,
47090,2011-10-10 18:00,300.0,9420.0,-39.7,-44.4,270.0,77.0,0,0,0,
47090,2011-10-10 18:00,306.0,,-38.5,-42.9,,,0,0,0,
47090,2011-10-10 18:00,320.0,,,,265.0,72.0,0,0,0,
47090,2011-10-10 18:00,371.0,,-30.5,-32.3,,,0,0,0,
47090,2011-10-10 18:00,390.0,,,,280.0,55.0,0,0,0,
47090,2011-10-10 18:00,398.0,,-26.7,-29.9,,,0,0,0,
47090,2011-10-10 18:00,400.0,7400.0,-26.5,-30.2,285.0,60.0,0,0,0,
47090,2011-10-10 18:00,415.0,,,,285.0,64.0,0,0,0,
47090,2011-10-10 18:00,433.0,,-21.9,-42.9,,,0,0,0,
47090,2011-10-10 18:00,500.0,5750.0,-13.7,-36.7,285.0,51.0,0,0,0,
47090,2011-10-10 18:00,540.0,,-8.9,-38.9,,,0,0,0,
47090,2011-10-10 18:00,569.0,,-9.5,-27.5,,,0,0,0,
47090,2011-10-10 18:00,618.0,,-4.9,-17.9,,,0,0,0,
47090,2011-10-10 18:00,649.0,,-1.7,-24.7,,,0,0,0,
47090,2011-10-10 18:00,657.0,,-2.5,-12.5,,,0,0,0,
47090,2011-10-10 18:00,667.0,,,,285.0,31.0,0,0,0,
47090,2011-10-10 18:00,679.0,,,,300.0,30.0,0,0,0,
47090,2011-10-10 18:00,686.0,,-0.9,-27.9,,,0,0,0,
47090,2011-10-10 18:00,700.0,3120.0,0.2,-26.8,290.0,28.0,0,0,0,
47090,2011-10-10 18:00,747.0,,,,285.0,25.0,0,0,0,
47090,2011-10-10 18:00,773.0,,,,300.0,20.0,0,0,0,
47090,2011-10-10 18:00,809.0,,,,290.0,12.0,0,0,0,
47090,2011-10-10 18:00,829.0,,,,305.0,18.0,0,0,0,
47090,2011-10-10 18:00,840.0,,10.0,-21.0,,,0,0,0,
47090,2011-10-10 18:00,850.0,1538.0,10.4,-18.6,290.0,17.0,0,0,0,
47090,2011-10-10 18:00,878.0,,,,290.0,15.0,0,0,0,
47090,2011-10-10 18:00,882.0,,9.8,2.8,,,0,0,0,
47090,2011-10-10 18:00,899.0,,,,265.0,10.0,0,0,0,
47090,2011-10-10 18:00,920.0,,,,270.0,10.0,0,0,0,
47090,2011-10-10 18:00,925.0,833.0,13.0,6.0,265.0,11.0,0,0,0,
47090,2011-10-10 18:00,936.0,,,,250.0,10.0,0,0,0,
47090,2011-10-10 18:00,979.0,,16.2,7.2,,,0,0,0,
47090,2011-10-10 18:00,1000.0,173.0,16.8,12.2,170.0,4.0,0,0,0,
47090,2011-10-10 18:00,1011.0,,17.6,12.9,,,0,0,0,
47090,2011-10-10 18:00,1018.0,,16.0,12.6,250.0,2.0,1,0,0,
47090,2011-10-11 00:00,9.4,,-41.9,-76.9,,,0,0,0,
47090,2011-10-11 00:00,10.0,31120.0,-40.7,-76.7,300.0,6.0,0,0,0,
47090,2011-10-11 00:00,10.2,,-40.7,-76.7,295.0,10.0,0,0,0,
47090,2011-10-11 00:00,10.6,,,,310.0,17.0,0,0,0,
47090,2011-10-11 00:00,11.1,,,,285.0,19.0,0,0,0,
47090,2011-10-11 00:00,11.5,,,,290.0,24.0,0,0,0,
47090,2011-10-11 00:00,11.9,,,,265.0,23.0,0,0,0,
47090,2011-10-11 00:00,12.2,,-45.3,-79.3,,,0,0,0,
47090,2011-10-11 00:00,13.0,,-41.5,-76.5,,,0,0,0,
47090,2011-10-11 00:00,13.1,,,,275.0,18.0,0,0,0,
47090,2011-10-11 00:00,13.6,,-45.1,-79.1,250.0,15.0,0,0,0,
47090,2011-10-11 00:00,14.4,,,,250.0,31.0,0,0,0,
47090,2011-10-11 00:00,15.4,,,,240.0,24.0,0,0,0,
47090,2011-10-11 00:00,16.1,,,,215.0,23.0,0,0,0,
47090,2011-10-11 00:00,16.6,,,,240.0,18.0,0,0,0,
47090,2011-10-11 00:00,17.0,,-45.1,-79.1,,,0,0,0,
47090,2011-10-11 00:00,17.1,,,,265.0,23.0,0,0,0,
47090,2011-10-11 00:00,18.1,,,,250.0,28.0,0,0,0,
47090,2011-10-11 00:00,18.9,,,,210.0,17.0,0,0,0,
47090,2011-10-11 00:00,19.4,,,,225.0,16.0,0,0,0,
47090,2011-10-11 00:00,20.0,26490.0,-50.9,-82.9,250.0,26.0,0,0,0,
47090,2011-10-11 00:00,20.3,,,,255.0,29.0,0,0,0,
47090,2011-10-11 00:00,20.4,,-51.5,-83.5,,,0,0,0,
47090,2011-10-11 00:00,21.4,,,,285.0,16.0,0,0,0,
47090,2011-10-11 00:00,23.1,,,,250.0,30.0,0,0,0,
47090,2011-10-11 00:00,24.9,,-49.1,-82.1,,,0,0,0,
47090,2011-10-11 00:00,25.2,,,,280.0,24.0,0,0,0,
47090,2011-10-11 00:00,26.3,,,,250.0,25.0,0,0,0,
47090,2011-10-11 00:00,27.8,,,,235.0,24.0,0,0,0,
47090,2011-10-11 00:00,28.2,,-55.7,-86.7,,,0,0,0,
47090,2011-10-11 00:00,29.7,,,,255.0,18.0,0,0,0,
47090,2011-10-11 00:00,30.0,23860.0,-54.7,-85.7,250.0,16.0,0,0,0,
47090,2011-10-11 00:00,31.4,,,,215.0,18.0,0,0,0,
47090,2011-10-11 00:00,32.8,,,,260.0,15.0,0,0,0,
47090,2011-10-11 00:00,33.5,,-53.7,-84.7,,,0,0,0,
47090,2011-10-11 00:00,33.7,,,,285.0,19.0,0,0,0,
47090,2011-10-11 00:00,36.1,,,,275.0,33.0,0,0,0,
47090,2011-10-11 00:00,39.0,,-58.7,-88.7,,,0,0,0,
47090,2011-10-11 00:00,39.1,,,,260.0,27.0,0,0,0,
47090,2011-10-11 00:00,41.3,,,,295.0,17.0,0,0,0,
47090,2011-10-11 00:00,43.1,,-55.9,-86.9,,,0,0,0,
47090,2011-10-11 00:00,43.3,,,,305.0,32.0,0,0,0,
47090,2011-10-11 00:00,45.3,,,,285.0,46.0,0,0,0,
47090,2011-10-11 00:00,47.8,,,,260.0,38.0,0,0,0,
47090,2011-10-11 00:00,50.0,20630.0,-62.5,-91.5,270.0,38.0,0,0,0,
47090,2011-10-11 00:00,50.2,,-62.5,-91.5,,,0,0,0,
47090,2011-10-11 00:00,52.5,,,,265.0,24.0,0,0,0,
47090,2011-10-11 00:00,54.2,,,,290.0,20.0,0,0,0,
47090,2011-10-11 00:00,56.5,,-59.5,-89.5,,,0,0,0,
47090,2011-10-11 00:00,58.7,,,,280.0,39.0,0,0,0,
47090,2011-10-11 00:00,59.9,,-62.7,-91.7,,,0,0,0,
47090,2011-10-11 00:00,64.9,,,,290.0,44.0,0,0,0,
47090,2011-10-11 00:00,69.7,,,,260.0,50.0,0,0,0,
47090,2011-10-11 00:00,70.0,18550.0,-62.7,-87.7,260.0,50.0,0,0,0,
47090,2011-10-11 00:00,76.5,,,,280.0,45.0,0,0,0,
47090,2011-10-11 00:00,79.8,,-64.5,-85.5,,,0,0,0,
47090,2011-10-11 00:00,88.3,,-70.5,-90.5,,,0,0,0,
47090,2011-10-11 00:00,88.8,,-70.1,-90.1,285.0,63.0,0,1,0,
47090,2011-10-11 00:00,96.8,,,,290.0,78.0,0,0,0,
47090,2011-10-11 00:00,100.0,16390.0,-66.9,-87.9,285.0,72.0,0,0,0,
47090,2011-10-11 00:00,105.0,,-64.3,-86.3,,,0,0,0,
47090,2011-10-11 00:00,109.0,,,,285.0,61.0,0,0,0,
47090,2011-10-11 00:00,133.0,,,,285.0,90.0,0,0,0,
47090,2011-10-11 00:00,141.0,,-56.5,-81.5,,,0,0,0,
47090,2011-10-11 00:00,150.0,13870.0,-56.3,-80.3,280.0,95.0,0,0,0,
47090,2011-10-11 00:00,162.0,,,,285.0,101.0,0,0,1,
47090,2011-10-11 00:00,200.0,12020.0,-50.7,-72.7,275.0,84.0,0,0,0,
47090,2011-10-11 00:00,205.0,,,,285.0,81.0,0,0,0,
47090,2011-10-11 00:00,239.0,,,,275.0,85.0,0,0,0,
47090,2011-10-11 00:00,250.0,10560.0,-48.3,-65.3,275.0,77.0,0,0,0,
47090,2011-10-11 00:00,260.0,,-48.5,-65.5,280.0,71.0,0,1,0,
47090,2011-10-11 00:00,279.0,,,,285.0,58.0,0,0,0,
47090,2011-10-11 00:00,292.0,,-44.7,-62.7,,,0,0,0,
47090,2011-10-11 00:00,300.0,9350.0,-43.5,-61.5,280.0,65.0,0,0,0,
47090,2011-10-11 00:00,321.0,,,,275.0,72.0,0,0,0,
47090,2011-10-11 00:00,369.0,,-32.1,-58.1,,,0,0,0,
47090,2011-10-11 00:00,400.0,7350.0,-28.5,-60.5,275.0,59.0,0,0,0,
47090,2011-10-11 00:00,483.0,,-17.3,-54.3,,,0,0,0,
47090,2011-10-11 00:00,500.0,5720.0,-16.7,-41.7,275.0,52.0,0,0,0,
47090,2011-10-11 00:00,539.0,,,,275.0,51.0,0,0,0,
47090,2011-10-11 00:00,596.0,,-8.7,-22.7,,,0,0,0,
47090,2011-10-11 00:00,627.0,,,,275.0,28.0,0,0,0,
47090,2011-10-11 00:00,648.0,,,,290.0,28.0,0,0,0,
47090,2011-10-11 00:00,700.0,3108.0,-0.5,-22.5,275.0,24.0,0,0,0,
47090,2011-10-11 00:00,707.0,,,,275.0,22.0,0,0,0,
47090,2011-10-11 00:00,708.0,,0.4,-21.6,,,0,0,0,
47090,2011-10-11 00:00,767.0,,,,295.0,14.0,0,0,0,
47090,2011-10-11 00:00,781.0,,,,285.0,10.0,0,0,0,
47090,2011-10-11 00:00,790.0,,3.8,-19.2,,,0,0,0,
47090,2011-10-11 00:00,825.0,,,,185.0,12.0,0,0,0,
47090,2011-10-11 00:00,826.0,,4.2,1.9,,,0,0,0,
47090,2011-10-11 00:00,850.0,1538.0,6.0,1.0,190.0,3.0,0,0,0,
47090,2011-10-11 00:00,854.0,,,,180.0,2.0,0,0,0,
47090,2011-10-11 00:00,866.0,,7.2,-1.8,,,0,0,0,
47090,2011-10-11 00:00,925.0,838.0,11.4,3.4,90.0,5.0,0,0,0,
47090,2011-10-11 00:00,970.0,,14.0,10.0,,,0,0,0,
47090,2011-10-11 00:00,1000.0,181.0,16.2,9.2,295.0,4.0,0,0,0,
47090,2011-10-11 00:00,1019.0,,16.2,9.2,270.0,3.0,1,0,0,
47090,2011-10-11 06:00,10.1,,-44.3,-64.3,,,0,0,0,
47090,2011-10-11 06:00,10.2,,-44.3,-64.3,,,0,0,0,
47090,2011-10-11 06:00,10.7,,,,360.0,10.0,0,0,0,
47090,2011-10-11 06:00,11.0,,,,355.0,16.0,0,0,0,
47090,2011-10-11 06:00,11.2,,-40.7,-60.7,,,0,0,0,
47090,2011-10-11 06:00,11.4,,,,315.0,24.0,0,0,0,
47090,2011-10-11 06:00,12.4,,-45.7,-64.7,,,0,0,0,
47090,2011-10-11 06:00,12.6,,,,280.0,28.0,0,0,0,
47090,2011-10-11 06:00,14.1,,,,315.0,28.0,0,0,0,
47090,2011-10-11 06:00,16.1,,,,260.0,40.0,0,0,0,
47090,2011-10-11 06:00,17.1,,,,245.0,31.0,0,0,0,
47090,2011-10-11 06:00,18.2,,-47.1,-66.1,,,0,0,0,
47090,2011-10-11 06:00,18.5,,,,255.0,33.0,0,0,0,
47090,2011-10-11 06:00,19.2,,,,240.0,38.0,0,0,0,
47090,2011-10-11 06:00,20.0,26460.0,-51.7,-69.7,250.0,23.0,0,0,0,
47090,2011-10-11 06:00,20.3,,-52.1,-70.1,,,0,0,0,
47090,2011-10-11 06:00,20.9,,,,255.0,19.0,0,0,0,
47090,2011-10-11 06:00,23.1,,,,250.0,33.0,0,0,0,
47090,2011-10-11 06:00,24.8,,,,240.0,18.0,0,0,0,
47090,2011-10-11 06:00,25.4,,,,265.0,16.0,0,0,0,
47090,2011-10-11 06:00,25.6,,-50.9,-68.9,,,0,0,0,
47090,2011-10-11 06:00,26.4,,,,300.0,23.0,0,0,0,
47090,2011-10-11 06:00,27.7,,,,290.0,42.0,0,0,0,
47090,2011-10-11 06:00,29.0,,-55.7,-72.7,,,0,0,0,
47090,2011-10-11 06:00,29.8,,,,250.0,31.0,0,0,0,
47090,2011-10-11 06:00,30.0,23840.0,-54.5,-71.5,250.0,32.0,0,0,0,
47090,2011-10-11 06:00,31.5,,,,250.0,29.0,0,0,0,
47090,2011-10-11 06:00,32.5,,,,270.0,25.0,0,0,0,
47090,2011-10-11 06:00,34.8,,-53.1,-70.1,,,0,0,0,
47090,2011-10-11 06:00,36.4,,,,285.0,31.0,0,0,0,
47090,2011-10-11 06:00,39.1,,,,260.0,47.0,0,0,0,
47090,2011-10-11 06:00,43.6,,-60.7,-75.7,,,0,0,0,
47090,2011-10-11 06:00,46.1,,,,225.0,18.0,0,0,0,
47090,2011-10-11 06:00,47.2,,,,260.0,12.0,0,0,0,
47090,2011-10-11 06:00,48.5,,,,300.0,18.0,0,0,0,
47090,2011-10-11 06:00,49.5,,,,305.0,27.0,0,0,0,
47090,2011-10-11 06:00,50.0,20600.0,-57.9,-72.9,305.0,31.0,0,0,0,
47090,2011-10-11 06:00,50.4,,-57.9,-72.9,,,0,0,0,
47090,2011-10-11 06:00,53.3,,,,275.0,42.0,0,0,0,
47090,2011-10-11 06:00,55.9,,,,265.0,39.0,0,0,0,
47090,2011-10-11 06:00,58.3,,-65.7,-78.7,,,0,0,0,
47090,2011-10-11 06:00,64.0,,,,295.0,42.0,0,0,0,
47090,2011-10-11 06:00,68.9,,,,295.0,37.0,0,0,0,
47090,2011-10-11 06:00,70.0,18540.0,-64.9,-77.9,295.0,42.0,0,0,0,
47090,2011-10-11 06:00,72.4,,,,300.0,51.0,0,0,0,
47090,2011-10-11 06:00,76.4,,,,290.0,45.0,0,0,0,
47090,2011-10-11 06:00,81.3,,,,305.0,47.0,0,0,0,
47090,2011-10-11 06:00,87.6,,,,290.0,70.0,0,0,0,
47090,2011-10-11 06:00,88.9,,-66.9,-79.9,285.0,68.0,0,1,0,
47090,2011-10-11 06:00,90.8,,,,280.0,64.0,0,0,0,
47090,2011-10-11 06:00,100.0,16370.0,-62.1,-76.1,295.0,59.0,0,0,0,
47090,2011-10-11 06:00,101.0,,,,300.0,58.0,0,0,0,
47090,2011-10-11 06:00,105.0,,-60.5,-74.5,,,0,0,0,
47090,2011-10-11 06:00,110.0,,-62.5,-75.5,,,0,0,0,
47090,2011-10-11 06:00,112.0,,,,290.0,92.0,0,0,0,
47090,2011-10-11 06:00,115.0,,,,285.0,95.0,0,0,0,
47090,2011-10-11 06:00,123.0,,-58.9,-72.9,,,0,0,0,
47090,2011-10-11 06:00,127.0,,,,285.0,104.0,0,0,1,
47090,2011-10-11 06:00,148.0,,,,285.0,105.0,0,0,1,
47090,2011-10-11 06:00,150.0,13840.0,-57.5,-71.5,285.0,104.0,0,0,0,
47090,2011-10-11 06:00,161.0,,-57.5,-71.5,,,0,0,0,
47090,2011-10-11 06:00,200.0,12010.0,-52.3,-66.3,300.0,92.0,0,0,0,
47090,2011-10-11 06:00,205.0,,,,300.0,84.0,0,0,0,
47090,2011-10-11 06:00,212.0,,-50.7,-63.7,,,0,0,0,
47090,2011-10-11 06:00,226.0,,,,315.0,100.0,0,0,0,
47090,2011-10-11 06:00,242.0,,-52.1,-60.1,305.0,124.0,0,1,0,
47090,2011-10-11 06:00,245.0,,,,305.0,125.0,0,0,1,
47090,2011-10-11 06:00,250.0,10560.0,-50.9,-57.9,305.0,120.0,0,0,0,
47090,2011-10-11 06:00,271.0,,-47.7,-52.7,,,0,0,0,
47090,2011-10-11 06:00,276.0,,,,300.0,99.0,0,0,0,
47090,2011-10-11 06:00,296.0,,-43.3,-55.3,,,0,0,0,
